dict,L,headword_slp1,parvan,cited_verse,adhyaya,shloka,vulgate,critical,verdict,critical_evidence,critical_score,bori_locus
MW,20320,azwAsri,3,10665,132,15,present,present,present/present,quote-exact,1.0,"03,132.13c"
MW,20345,azWIlA,3,10629,131,13,present,present,present/present,quote-fuzzy,0.844,"03,131.12a"
MW,20346,azWIlA,1,4494,114,12,present,present,present/present,quote-exact,1.0,"01,106.12a"
MW,20353,as,13,13,1,13,present,absent,present/absent,none,0.0,
MW,20353,as,3,4041,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
MW,20363,asaMyata,13,2261,40,15,present,present,present/present,quote-exact,1.0,"13,40.14c"
MW,20372,asaMyoga,12,2797,74,15,present,present,present/present,quote-exact,1.0,"12,75.15a"
MW,20378.1,asaMroDena,14,1282,46,24,present,present,present/present,quote-exact,1.0,"14,46.30a"
MW,20401,asaMSabdya,3,10695,133,22,present,absent,present/absent,none,0.0,
MW,20416,asaMsfzwa,12,3841,103,48,present,present,present/present,quote-exact,1.0,"12,104.47a"
MW,20437,asaMhata,13,5207,107,3,present,present,present/present,quote-exact,1.0,"13,110.3a"
MW,20449,asakta,3,1602,39,52,present,present,present/present,quote-exact,1.0,"03,40.41a"
MW,20463,asaMkara,14,2777,90,89,present,absent,present/absent,none,0.351,"13,22.3a"
MW,20488.1,asaNga,2,944,24,22,present,present,present/present,quote-exact,1.0,"02,22.21c"
MW,20495,asajjamAna,5,1532,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
MW,20504.3,asaMgrAha,5,5262,157,28,present,present,present/present,quote-exact,1.0,"05,154.27a"
MW,20511,asaMcaya,13,2018,31,11,present,present,present/present,quote-exact,0.882,"13,32.11c"
MW,20524,asaMjYatva,14,1001,36,15,present,present,present/present,quote-exact,0.882,"14,36.15a"
MW,20540,asatkAra,1,6355,164,4,present,present,present/present,quote-exact,1.0,"01,152.3c"
MW,20543,asatkfta,3,2755,70,12,present,present,present/present,quote-exact,1.0,"03,68.11a"
MW,20545,asatkftya,13,2766,53,12,present,present,present/present,quote-exact,0.946,"13,53.11e"
MW,20587,asadDarma,13,2215,38,14,present,present,present/present,quote-exact,1.0,"13,38.14a"
MW,20603,asadfSa,3,16061,279,19,present,present,present/present,quote-exact,1.0,"03,263.16c"
MW,20621,asaMtyAga,5,1164,34,71,present,present,present/present,quote-exact,1.0,"05,34.68c"
MW,20623,asaMtyAjya,1,8349,227,21,present,present,present/present,quote-exact,0.865,"01,218.20a"
MW,20624,asaMtyAjya,12,9950,281,10,present,present,present/present,quote-exact,1.0,"12,272.10a"
MW,20625,asaMtyAjya,3,1053,28,25,present,present,present/present,quote-exact,1.0,"03,29.24a"
MW,20636,asaMDeya,12,6268,170,2,present,present,present/present,quote-exact,1.0,"12,164.2a"
MW,20640,asaMnadDa,12,3541,95,7,present,present,present/present,quote-fuzzy,0.774,"12,96.7c"
MW,20741,asaMprApta,14,2188,75,14,present,present,present/present,quote-exact,0.889,"14,74.14c"
MW,20756,asaMboDa,12,11289,303,27,present,present,present/present,quote-exact,1.0,"12,292.24a"
MW,20770,asaMBAvya,13,272,5,10,present,present,present/present,quote-exact,1.0,"13,5.9a"
MW,20783,asaMBoga,5,1524,39,79,present,present,present/present,quote-exact,1.0,"05,39.63c"
MW,20784,asaMBojya,12,4046,109,24,present,present,present/present,quote-exact,1.0,"12,110.21a"
MW,20790,asaMmatAdAyin,12,5969,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
MW,20803,asamyakkftakArin,1,5551,138,66,present,present,present/present,quote-fuzzy,0.789,"01,128.8c"
MW,20847,asahya,3,12255,173,25,present,present,present/present,quote-exact,1.0,"03,170.22c"
MW,20876,asADya,4,395,14,23,present,absent,present/absent,none,0.225,"03,192.10c"
MW,20887,asAMniDya,3,610,13,14,present,present,present/present,quote-exact,1.0,"03,14.14c"
MW,20892,asAman,12,2312,60,45,present,present,present/present,quote-fuzzy,0.842,"12,60.43e"
MW,20897,asAmarTya,13,281,5,19,present,present,present/present,quote-exact,1.0,"13,5.18a"
MW,20899,asAmAnya,1,5308,132,57,present,present,present/present,quote-exact,1.0,"01,123.36a"
MW,20904,asAMprata,1,6371,164,20,present,present,present/present,quote-exact,1.0,"01,152.18a"
MW,20907,asAMpratam,5,3255,92,21,present,present,present/present,quote-exact,1.0,"05,90.20a"
MW,20910,asAmya,2,679,17,3,present,present,present/present,quote-exact,1.0,"02,16.3a"
MW,20926,asicaryA,1,5239,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
MW,20945,asipARi,12,3737,101,5,present,present,present/present,quote-exact,1.0,"12,102.5a"
MW,20954,asiloman,1,2531,65,23,present,present,present/present,quote-exact,1.0,"01,59.22c"
MW,20972,asita,3,8364,89,11,present,present,present/present,quote-fuzzy,0.7,"03,87.9c"
MW,20974,asita,1,2188,60,12,present,present,present/present,quote-exact,1.0,"01,54.12a"
MW,20977,asitA,1,4819,123,63,present,present,present/present,quote-exact,0.882,"01,114.52c"
MW,20983.1,asitagrIva,12,4363,121,2,present,present,present/present,quote-exact,1.0,"12,121.2a"
MW,21020,asI,6,338,9,30,present,present,present/present,quote-fuzzy,0.75,"06,10.29a"
MW,21075,asurarAj,1,6208,158,10,present,present,present/present,quote-exact,1.0,"01,146.10a"
MW,21090,asukara,8,99,5,10,present,present,present/present,quote-exact,0.892,"08,4.10c"
MW,21098,asuKAvaha,1,4732,122,18,present,present,present/present,quote-exact,0.875,"01,113.18a"
MW,21132,asuhfd,12,6485,176,5,present,present,present/present,quote-exact,0.875,"12,170.5c"
MW,21139,asUya,3,2624,66,17,present,present,present/present,quote-exact,1.0,"03,63.16a"
MW,21140,asUya,13,513,11,7,present,present,present/present,quote-exact,0.977,"13,11.6e"
MW,21143,asUyitf,2,2545,77,32,present,present,present/present,quote-exact,1.0,"02,68.32c"
MW,21199,asoma,13,1793,26,35,present,present,present/present,quote-exact,1.0,"13,27.34c"
MW,21213,asOhfda,15,895,33,7,present,present,present/present,quote-exact,1.0,"15,41.6c"
MW,21218,askandita,12,7002,194,27,present,present,present/present,quote-exact,0.861,"12,187.25c"
MW,21220,askanna,12,2318,60,51,present,present,present/present,quote-exact,1.0,"12,60.49c"
MW,21249,asta,3,17330,313,45,present,present,present/present,quote-exact,1.0,"03,297.26a"
MW,21254,astagamana,1,6058,154,2,present,present,present/present,quote-exact,1.0,"01,142.2a"
MW,21278,astabDa,5,1360,37,27,present,present,present/present,quote-exact,1.0,"05,37.25a"
MW,21292,asti,2,595,14,31,present,present,present/present,quote-exact,0.909,"02,13.30c"
MW,21301,astotf,1,3314,78,36,present,present,present/present,quote-exact,1.0,"01,73.34a"
MW,21353,astrI,2,1694,47,33,present,present,present/present,quote-exact,1.0,"02,43.29a"
MW,21421,asTisamBava,1,1514,33,19,present,present,present/present,quote-exact,1.0,"01,29.18a"
MW,21431,asTira,2,1965,55,21,present,present,present/present,quote-exact,0.969,"02,50.28a"
MW,21445,asnAna,14,1353,49,6,present,present,present/present,quote-fuzzy,0.688,"14,48.18a"
MW,21455,asnehana,13,1203,17,89,absent,unchecked,absent/unchecked,no-adjudicable-half,0.0,
MW,21465,asparSa,3,11087,145,25,present,present,present/present,quote-exact,1.0,"03,145.22a"
MW,21470,aspfSya,14,610,20,12,present,present,present/present,quote-fuzzy,0.765,"14,20.12a"
MW,21510,asmaraRa,3,10811,136,7,present,present,present/present,quote-exact,1.0,"03,137.7a"
MW,21518,asmfti,14,999,36,13,present,present,present/present,quote-exact,1.0,"14,36.13a"
MW,21549,asrAyamARaka,3,16834,297,87,present,present,present/present,quote-exact,0.949,"03,281.85c"
MW,21581,asvasTa,12,276,9,34,present,present,present/present,quote-exact,1.0,"12,9.34a"
MW,21589,asvADyAyapara,13,4563,94,17,present,present,present/present,quote-exact,1.0,"13,96.17a"
MW,21619,asvAmika,13,2633,49,21,present,present,present/present,quote-exact,0.889,"13,49.21a"
MW,21629,ah,3,16065,279,23,present,present,present/present,quote-exact,1.0,"03,263.20a"
MW,21669,ahambudDi,13,5354,108,6,present,present,present/present,quote-exact,1.0,"13,111.6c"
MW,21679,ahaMyAti,1,3767,95,14,present,present,present/present,quote-exact,1.0,"01,90.14A"
MW,21695,ahaMkArya,3,11206,146,90,present,present,present/present,quote-fuzzy,0.842,"03,146.77a"
MW,21699,ahaMkfta,1,8252,224,4,present,absent,present/absent,none,0.303,"01,219.15a"
MW,21712,ahar,1,2582,66,18,present,present,present/present,quote-exact,1.0,"01,60.17a"
MW,21714,ahar,3,6070,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
MW,21761,ahara,1,2660,67,24,present,present,present/present,quote-exact,1.0,"01,61.25a"
MW,21767,ahArya,5,953,32,15,present,present,present/present,quote-exact,1.0,"05,32.14a"
MW,21780,ahalyA,3,8087,84,109,present,present,present/present,quote-exact,1.0,"03,82.93c"
MW,21783,ahalyAhrada,3,8087,84,109,present,present,present/present,quote-exact,1.0,"03,82.93c"
MW,21814,ahikzatra,3,15244,254,9,present,absent,present/absent,none,0.0,
MW,21821,ahicCattra,1,5515,138,30,present,present,present/present,quote-fuzzy,0.758,"08,55.10c"
MW,21823,ahicCattrA,1,5516,138,31,present,present,present/present,quote-exact,0.857,"07,25.5a"
MW,21884,ahirbuDnya,5,3899,116,14,present,present,present/present,quote-exact,1.0,"05,114.14a"
MW,21885,ahirbuDnya,5,3899,116,14,present,present,present/present,quote-exact,1.0,"05,114.14a"
MW,21898,ahiMsAnirata,3,2248,58,9,present,present,present/present,quote-exact,0.865,"07,8.29a"
MW,21900,ahiMsya,12,13088,340,82,present,present,present/present,quote-exact,0.914,"12,327.73a"
MW,21914,ahitA,6,328,9,20,present,present,present/present,quote-exact,0.875,"06,10.19c"
MW,21966,ahetu,12,10511,289,18,present,present,present/present,quote-exact,1.0,"12,278.18a"
MW,21984,ahovIrya,12,8900,248,23,present,present,present/present,quote-exact,0.889,"12,240.21c"
MW,22003,ahrI,3,8494,94,6,present,present,present/present,quote-exact,1.0,"03,92.6a"
MW,22015.55,A,2,531,13,18,present,absent,present/absent,none,0.314,"12,327.33c"
MW,22015.65,A,3,1403,35,28,present,present,present/present,quote-exact,1.0,"03,36.26c"
MW,22034,AkaRWatfpta,3,15551,263,31,present,absent,present/absent,none,0.333,"04,24.18a"
MW,22039,Akamp,1,1165,19,8,present,absent,present/absent,none,0.471,"12,14.38c"
MW,22057,Akalita,1,2853,70,10,present,present,present/present,quote-exact,0.925,"01,64.9a"
MW,22058,Akalita,4,762,22,69,present,present,present/present,quote-exact,1.0,"04,21.54c"
MW,22063,Akalpa,3,13373,200,24,present,absent,present/absent,none,0.421,"13,61.73c"
MW,22084,AkANkz,14,1279,46,21,present,present,present/present,quote-exact,1.0,"12,269.11a"
MW,22088,AkANkzin,12,4289,119,4,present,present,present/present,quote-exact,1.0,"12,119.4a"
MW,22111,AkASaga,5,7287,184,21,present,present,present/present,quote-exact,1.0,"05,185.21a"
MW,22112,AkASagaNgA,3,10909,140,18,present,present,present/present,quote-exact,1.0,"03,141.18a"
MW,22119,AkASacArin,1,8384,228,4,present,present,present/present,quote-fuzzy,0.818,"01,219.3c"
MW,22135,AkASamuzwihananAya,5,1334,37,1,present,present,present/present,quote-exact,1.0,"05,37.1a"
MW,22157,AkiMcanya,3,13994,213,35,present,present,present/present,quote-exact,1.0,"03,203.46c"
MW,22167,AkuYcita,13,882,14,291,present,present,present/present,quote-exact,1.0,"13,14.153c"
MW,22177,AkulatA,3,401,11,16,present,present,present/present,quote-exact,1.0,"03,12.16a"
MW,22179,Akulatva,3,13711,207,11,present,present,present/present,quote-exact,1.0,"03,198.10c"
MW,22206,Akf,5,426,13,27,present,present,present/present,quote-exact,1.0,"05,13.25a"
MW,22206,Akf,3,15546,263,26,present,absent,present/absent,none,0.353,"09,22.32c"
MW,22229,Akfti,2,126,4,31,present,present,present/present,quote-exact,0.897,"02,4.27c"
MW,22234,AkftI,15,698,26,24,present,present,present/present,quote-exact,1.0,"15,33.23a"
MW,22236,Akfz,2,2291,68,41,present,present,present/present,quote-fuzzy,0.647,"02,61.41a"
MW,22236,Akfz,1,6348,163,25,present,present,present/present,quote-fuzzy,0.816,"01,151.21c"
MW,22238,Akarza,5,1541,40,9,present,present,present/present,quote-fuzzy,0.827,"05,40.8a"
MW,22242,Akarza,2,2116,63,7,present,absent,present/absent,none,0.509,"02,56.7c"
MW,22247,Akarza,2,1270,34,11,present,present,present/present,quote-exact,1.0,"02,31.11a"
MW,22275,Akara,3,1657,40,22,present,present,present/present,quote-exact,1.0,"03,41.20a"
MW,22304,Akrand,3,11461,155,25,present,present,present/present,quote-exact,1.0,"03,153.24a"
MW,22304,Akrand,3,2388,63,27,present,present,present/present,quote-exact,0.914,"03,60.26c"
MW,22308,Akranda,1,6568,170,73,present,present,present/present,quote-exact,0.889,"01,159.15c"
MW,22318,Akram,1,5018,128,55,present,absent,present/absent,none,0.27,"01,3.175A"
MW,22318,Akram,1,5936,151,6,present,present,present/present,quote-exact,1.0,"01,138.4a"
MW,22343,AkrIq,3,11095,145,33,present,present,present/present,quote-exact,1.0,"03,145.29c"
MW,22348,AkrIqaBUmi,1,4649,120,10,present,present,present/present,quote-fuzzy,0.757,"01,111.6a"
MW,22354,AkroSa,2,1188,32,6,present,present,present/present,quote-exact,0.861,"02,29.6a"
MW,22355,AkroSaka,5,1369,37,36,present,present,present/present,quote-exact,1.0,"05,37.32c"
MW,22358,AkroSin,5,1265,36,6,present,present,present/present,quote-exact,1.0,"05,36.6a"
MW,22359,Akrozwf,1,3557,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
MW,22388,Akzip,3,539,12,79,present,present,present/present,quote-exact,1.0,"03,13.71a"
MW,22388,Akzip,3,16117,280,26,present,present,present/present,quote-exact,1.0,"03,264.26c"
MW,22388,Akzip,3,15733,271,17,present,present,present/present,quote-exact,1.0,"03,255.17c"
MW,22393,Akzipta,3,3094,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
MW,22499,AKyA,1,7485,202,3,present,present,present/present,quote-exact,1.0,"01,194.3a"
MW,22502,AKyA,3,12831,188,27,present,present,present/present,quote-exact,0.943,"03,186.22a"
MW,22519,AKyAnaya,12,2452,66,1,present,present,present/present,quote-fuzzy,0.722,"12,66.1a"
MW,22522,AKyApita,3,11285,149,17,present,present,present/present,quote-exact,1.0,"03,148.16c"
MW,22524,AKyAyikA,2,453,11,36,present,absent,present/absent,none,0.297,"06,13.33a"
MW,22530,Agam,3,2688,68,35,present,present,present/present,quote-exact,1.0,"03,65.33a"
MW,22530,Agam,5,132,7,2,present,absent,present/absent,none,0.432,"04,66.1a"
MW,22530,Agam,5,1247,35,66,present,present,present/present,quote-exact,1.0,"05,35.56a"
MW,22575,Agama,2,547,13,34,present,present,present/present,quote-exact,1.0,"02,12.22c"
MW,22588,Agamavat,1,3025,74,38,present,present,present/present,quote-exact,1.0,"01,68.37a"
MW,22597,Agamanatas,3,1839,46,22,present,present,present/present,quote-fuzzy,0.632,"14,16.17a"
MW,22600,Agamita,1,5434,136,15,present,present,present/present,quote-fuzzy,0.805,"01,126.15c"
MW,22609,AgAmin,12,8244,228,27,present,present,present/present,quote-exact,1.0,"12,221.26a"
MW,22621,AgaskArin,1,4451,113,27,present,present,present/present,quote-fuzzy,0.829,"01,105.10c"
MW,22623,Agaskfta,3,13701,207,1,present,present,present/present,quote-exact,1.0,"03,198.1a"
MW,22631,Agastya,3,971,26,8,present,present,present/present,quote-exact,1.0,"03,27.8a"
MW,22679,AgniveSya,14,1903,64,8,present,present,present/present,quote-exact,1.0,"14,63.8a"
MW,22708,Agneya,3,14630,232,3,present,absent,present/absent,none,0.367,"13,135.86c"
MW,22710,Agneya,3,15256,254,21,present,absent,present/absent,none,0.371,"07,4.5a"
MW,22730,AgrayaRa,3,14188,221,13,present,present,present/present,quote-exact,1.0,"03,211.13a"
MW,22798,AGozita,3,647,15,12,present,present,present/present,quote-exact,1.0,"03,16.12c"
MW,22802,AGUrRita,1,2850,70,7,present,present,present/present,quote-exact,1.0,"01,64.6a"
MW,22822,AGreya,14,610,20,12,present,present,present/present,quote-fuzzy,0.765,"14,20.12a"
MW,22828,ANgI,1,3772,95,19,present,present,present/present,quote-exact,1.0,"01,90.18B"
MW,22837,ANgeyI,1,3777,95,24,present,present,present/present,quote-exact,1.0,"01,90.23B"
MW,22839,ANgarizWa,12,4534,124,32,present,present,present/present,quote-exact,1.0,"12,124.31a"
MW,22841,ANgArika,12,2734,71,20,present,present,present/present,quote-exact,1.0,"12,72.20a"
MW,22847,ANgirasI,1,6908,180,3,present,present,present/present,quote-exact,1.0,"01,171.3a"
MW,22861,Acakz,13,1986,30,47,present,present,present/present,quote-exact,1.0,"13,31.44a"
MW,22897,Acarita,3,2651,67,18,present,present,present/present,quote-exact,1.0,"03,64.18a"
MW,22898,Acarita,1,7259,193,18,present,present,present/present,quote-exact,1.0,"01,185.18a"
MW,22904,Acaritavya,3,15120,250,11,present,present,present/present,quote-exact,1.0,"03,238.47a"
MW,22911,AcAra,3,166,3,36,present,absent,present/absent,none,0.432,"01,21.11c"
MW,22940,AcAryatA,1,5092,129,30,present,absent,present/absent,none,0.405,"12,15.1c"
MW,22953,AcIrRa,13,6454,141,66,present,present,present/present,quote-exact,1.0,"13,129.6c"
MW,22956,Acal,12,5814,157,13,present,present,present/present,quote-exact,1.0,"12,151.31c"
MW,22984,AcCad,2,1736,49,12,present,present,present/present,quote-exact,1.0,"02,45.12a"
MW,22987,AcCanna,3,2632,66,25,present,present,present/present,quote-exact,0.917,"03,63.23a"
MW,22998,AcCAdita,3,1002,27,29,present,present,present/present,quote-exact,1.0,"03,28.21c"
MW,23000,AcCAdya,4,2183,68,22,present,present,present/present,quote-exact,0.923,"04,63.22e"
MW,23001,AcCid,3,14710,234,1,present,present,present/present,quote-exact,0.981,"03,223.1c"
MW,23004,AcCinna,13,7362,158,9,present,present,present/present,quote-exact,1.0,"13,143.8a"
MW,23044,Ajagara,12,12533,331,24,present,present,present/present,quote-exact,1.0,"12,318.24a"
MW,23045,Ajagara,12,6677,181,16,present,present,present/present,quote-exact,1.0,"12,174.16a"
MW,23067,Ajagava,3,10456,124,25,present,present,present/present,quote-exact,1.0,"03,124.24a"
MW,23071,Ajanana,1,3756,95,3,present,present,present/present,quote-exact,1.0,"01,90.3a"
MW,23083,AjAneya,3,15704,270,10,present,present,present/present,quote-exact,1.0,"03,254.10a"
MW,23122,AjiSiras,3,16479,289,17,present,present,present/present,quote-exact,1.0,"03,273.17a"
MW,23141,AjIv,5,4536,135,22,present,present,present/present,quote-exact,0.853,"05,133.20c"
MW,23151,AjIvya,14,1330,47,14,present,present,present/present,quote-exact,0.909,"14,47.13e"
MW,23152,AjIvya,3,8452,92,21,present,absent,present/absent,none,0.333,"12,101.30a"
MW,23183,AjYApita,1,6310,162,13,present,present,present/present,quote-exact,1.0,"01,150.13a"
MW,23200.1,AjyaBAga,14,722,24,14,present,present,present/present,quote-exact,1.0,"14,24.12e"
MW,23217,AYjana,5,1708,44,25,present,present,present/present,quote-exact,0.982,"05,44.18c"
MW,23245,AwavI,2,1175,31,71,present,present,present/present,quote-exact,1.0,"02,28.48a"
MW,23255,Awopa,3,11587,158,64,present,present,present/present,quote-fuzzy,0.75,"03,155.56e"
MW,23270,Aqambara,9,2541,45,39,present,present,present/present,quote-exact,1.0,"09,44.35c"
MW,23331,Ataka,1,2154,57,13,present,present,present/present,quote-fuzzy,0.688,"01,52.12c"
MW,23336,AtaNka,2,285,7,4,present,present,present/present,quote-exact,1.0,"02,7.4a"
MW,23369,Atapana,12,10374,286,8,present,present,present/present,quote-exact,1.0,"12,275.8a"
MW,23381,Atarj,7,7176,160,34,present,present,present/present,quote-exact,1.0,"07,135.29c"
MW,23428,Atud,1,195,1,241,present,present,present/present,quote-exact,1.0,"01,1.181a"
MW,23483,Atmagata,11,566,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
MW,23499,Atmaja,12,12449,329,28,present,present,present/present,quote-exact,0.946,"12,316.28a"
MW,23506,AtmajYa,12,12440,329,19,present,present,present/present,quote-exact,1.0,"12,316.19c"
MW,23508,AtmajYAna,5,990,33,20,present,present,present/present,quote-exact,1.0,"05,33.20a"
MW,23510,Atmajyotis,12,6509,177,6,present,present,present/present,quote-exact,1.0,"12,171.6a"
MW,23511,Atmajyotis,12,783,26,16,present,absent,present/absent,none,0.324,"06,34.18c"
MW,23514,Atmatantra,13,4399,93,4,present,present,present/present,quote-exact,1.0,"13,93.4c"
MW,23520,AtmatyAgin,3,15156,252,2,present,present,present/present,quote-exact,1.0,"03,240.2a"
MW,23532,Atmanitya,1,6080,154,24,present,present,present/present,quote-fuzzy,0.6,"01,142.24a"
MW,23533,AtmanindA,2,1542,44,24,present,present,present/present,quote-exact,1.0,"02,41.15a"
MW,23533.1,AtmanirAloka,13,1183,17,69,absent,unchecked,absent/unchecked,no-adjudicable-half,0.0,
MW,23542,AtmapUjA,2,1542,44,24,present,present,present/present,quote-exact,1.0,"02,41.15a"
MW,23545,Atmapratikfti,5,2222,56,9,present,absent,present/absent,none,0.545,"03,271.24a"
MW,23551,AtmapraSaMsaka,12,5400,142,34,present,present,present/present,quote-exact,1.0,"12,140.33a"
MW,23582,Atmayoga,3,11245,147,33,present,present,present/present,quote-fuzzy,0.694,"03,147.30a"
MW,23588,AtmarakzaRa,12,5092,139,12,present,absent,present/absent,none,0.417,"12,137.10a"
MW,23591,Atmaruha,11,556,19,19,present,present,present/present,quote-exact,1.0,"11,19.19c"
MW,23603,AtmavaDa,1,6228,158,30,present,present,present/present,quote-exact,1.0,"01,146.28a"
MW,23610,AtmaviDitsA,5,1343,37,10,present,present,present/present,quote-fuzzy,0.794,"05,37.9c"
MW,23635,AtmasamBava,1,6651,173,6,present,present,present/present,quote-exact,1.0,"01,162.6a"
MW,23641.1,AtmasAt,3,493,12,33,present,present,present/present,quote-fuzzy,0.771,"03,13.30a"
MW,23648,Atmahan,1,6839,177,32,present,present,present/present,quote-fuzzy,0.825,"01,168.10c"
MW,23665,AtmApahArin,1,3014,74,27,present,present,present/present,quote-exact,0.882,"01,68.26a"
MW,23666,AtmABimAnitA,3,17379,313,94,present,absent,present/absent,none,0.0,
MW,23684,Atmaka,15,926,34,7,present,absent,present/absent,none,0.559,"15,42.7a"
MW,23687,AtmakIya,1,4712,121,34,present,present,present/present,quote-exact,1.0,"01,112.31c"
MW,23693,AtmanAsaptama,17,25,1,25,present,present,present/present,quote-exact,1.0,"17,1.23c"
MW,23724,AtreyI,2,374,9,21,present,absent,present/absent,none,0.0,
MW,23726,Atreya,6,376,9,68,present,present,present/present,quote-exact,0.882,"06,10.67a"
MW,23727,Atreya,3,971,26,8,present,present,present/present,quote-exact,1.0,"03,27.8a"
MW,23734,ATarvaRa,5,1391,37,58,present,present,present/present,quote-exact,1.0,"05,37.54a"
MW,23749,Adazwa,2,704,17,28,present,present,present/present,quote-exact,1.0,"02,16.28a"
MW,23763,AdA,5,7324,185,35,present,present,present/present,quote-exact,1.0,"05,186.34a"
MW,23768,Atta,13,3567,73,14,present,present,present/present,quote-exact,0.857,"13,72.13a"
MW,23773,Attalakzmi,3,15671,269,5,present,present,present/present,quote-exact,1.0,"03,253.5a"
MW,24017,Adu,1,3289,78,11,present,present,present/present,quote-exact,1.0,"01,73.11a"
MW,24098,ADA,12,3170,83,46,present,present,present/present,quote-exact,1.0,"12,84.43a"
MW,24523,AnI,3,2282,59,6,present,present,present/present,quote-exact,1.0,"03,56.6a"
MW,25832,Ayasa,5,1709,44,26,present,present,present/present,quote-exact,1.0,"05,42.3"
MW,25946,AyuD,3,15645,268,8,present,present,present/present,quote-exact,1.0,"03,252.8c"
MW,26002,Artimat,1,2188,60,12,present,present,present/present,quote-exact,1.0,"01,54.12a"
MW,26030,Ara,1,1498,33,3,present,present,present/present,quote-exact,1.0,"01,29.3a"
MW,26198,ArAlika,15,19,1,19,present,present,present/present,quote-exact,1.0,"15,1.17a"
MW,26324,AropyamARa,1,7032,185,23,present,present,present/present,quote-exact,1.0,"01,176.23c"
MW,26425,Arjavaka,12,11566,310,24,present,present,present/present,quote-exact,1.0,"12,298.24c"
MW,27166,Avihan,3,10654,132,4,present,present,present/present,quote-exact,1.0,"03,132.4a"
MW,27280,Avfz,4,1688,54,29,present,absent,present/absent,none,0.543,"07,112.13c"
MW,27291,otaprota,5,1789,47,16,present,present,present/present,quote-exact,1.0,"05,46.16a"
MW,27725,ASliz,1,3040,74,53,present,present,present/present,quote-fuzzy,0.833,"01,68.52c"
MW,27807,ASvas,6,490,12,49,present,present,present/present,quote-exact,1.0,"06,13.47c"
MW,27896,Asyamodaka,5,3491,98,16,present,present,present/present,quote-exact,1.0,"05,96.16a"
MW,28377,AjihIrzu,3,11078,145,16,present,present,present/present,quote-exact,0.875,"03,145.14c"
MW,29631,izwAkfta,3,10513,126,31,present,present,present/present,quote-exact,1.0,"03,126.29a"
MW,29692,I,12,11220,301,100,present,present,present/present,quote-exact,1.0,"12,290.95a"
MW,30689.1,uta,3,1026,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
MW,31611,utpAtaka,18,44,2,18,present,present,present/present,quote-exact,1.0,"18,2.18c"
MW,31754,utpIqa,3,825,21,6,present,present,present/present,quote-exact,1.0,"03,22.6a"
MW,31855,utsAda,1,4364,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
MW,32380,udarAkza,9,2565,45,63,present,present,present/present,quote-exact,1.0,"09,44.58c"
MW,32913,uddamya,12,6596,179,26,present,present,present/present,quote-exact,1.0,"12,172.26a"
MW,33154,udDf,14,1928,65,16,present,present,present/present,quote-exact,1.0,"14,64.13c"
MW,33156,udDara,3,11188,146,72,present,absent,present/absent,none,0.316,"06,57.5c"
MW,33266,udbadDa,4,13,1,14,present,present,present/present,quote-exact,1.0,"04,1.10a"
MW,33319,udBAs,5,728,25,6,present,present,present/present,quote-exact,0.941,"05,25.6a"
MW,33371,udBAvana,13,2913,56,10,present,present,present/present,quote-exact,1.0,"13,56.10a"
MW,33632,udvij,2,178,5,44,present,present,present/present,quote-exact,1.0,"02,5.34c"
MW,33689,udvIj,3,1757,43,2,present,present,present/present,quote-exact,0.914,"03,44.2c"
MW,33721,udvftta,7,5405,131,51,present,present,present/present,quote-exact,0.857,"07,106.47a"
MW,33843,unnI,5,2776,78,11,present,present,present/present,quote-exact,1.0,"05,76.11a"
MW,33898,unmATa,9,2532,45,30,present,present,present/present,quote-exact,0.938,"09,44.27a"
MW,33992,unmiz,9,3280,58,35,present,present,present/present,quote-fuzzy,0.75,"09,57.32c"
MW,34119,upakf,1,6408,166,24,present,present,present/present,quote-exact,1.0,"01,128.12a"
MW,34175,upaskara,5,7234,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
MW,34250,upakrIq,13,3832,81,30,present,present,present/present,quote-exact,1.0,"13,80.29a"
MW,34270,upakzaya,12,10368,286,2,present,present,present/present,quote-exact,1.0,"12,275.2c"
MW,34372,upagE,15,883,32,16,present,present,present/present,quote-exact,1.0,"15,40.16c"
MW,34385,upagras,2,2693,81,22,present,present,present/present,quote-exact,1.0,"02,72.20c"
MW,34386,upagrah,12,5206,140,13,present,present,present/present,quote-exact,1.0,"12,138.13a"
MW,34386,upagrah,12,6977,194,2,present,present,present/present,quote-exact,1.0,"12,267.3a"
MW,34403,upagrAha,2,1898,52,42,present,present,present/present,quote-exact,1.0,"02,48.35c"
MW,34413,upaGAtaka,13,3610,74,5,present,present,present/present,quote-exact,1.0,"13,73.5a"
MW,34421,upaGrA,7,4357,112,66,present,present,present/present,quote-exact,1.0,"07,87.64a"
MW,34478,upacArika,4,1621,52,16,present,present,present/present,quote-fuzzy,0.818,"04,47.16a"
